proposal_id,investigator_id,investigator_name,career_stage,college_code,college_name,sponsor_id,sponsor_name,sponsor_type,proposal_type,submission_date,submission_month,fiscal_year,requested_amount,proposal_status,award_id,awarded_amount,decision_date,days_to_decision,award_start_date,award_end_date
LP-2025-00126,R0046,Priya Wang,Senior,SCI,College of Science,S008,Ontario Research Fund,Provincial/State,Research Project,2025-12-24,2025-12,FY26,64500,Closed,AW2-2025-00126,59500,2026-01-30,37,2026-03-27,2029-03-26
LP-2024-00127,R0082,Chloe Chen,Established,ENG,College of Engineering,S024,Faculty Seed Grant Program,Internal,Fellowship,2024-01-09,2024-01,FY24,108100,Not Funded,,0,2024-04-18,100,,
LP-2026-00128,R0113,Isabelle Laurent,Established,LAW,School of Law and Public Policy,S006,Department of Public Health,Government,Research Project,2026-02-02,2026-02,FY26,137500,Active,AW2-2026-00128,118700,2026-03-16,42,2026-05-07,2029-05-06
LP-2023-00129,R0051,Victor Singh,Established,SOC,College of Social Innovation,S021,Vertex Mobility Systems,Industry,Research Project,2023-07-13,2023-07,FY24,111200,Closed,AW2-2023-00129,74200,2023-08-30,48,2023-10-13,2025-10-12
LP-2023-00130,R0053,Isabelle Laurent,Early Career,BUS,School of Business,S001,National Health Research Council,Federal,Research Project,2023-01-13,2023-01,FY23,109900,Not Funded,,0,2023-05-12,119,,
LP-2024-00131,R0023,Isabelle Laurent,Established,HSC,College of Health Sciences,S005,National Science Foundation,Federal,Research Project,2024-05-02,2024-05,FY24,283100,Active,AW2-2024-00131,267400,2024-11-03,185,2024-11-15,2026-11-15
LP-2025-00132,R0092,Jonah Smith,Early Career,HUM,College of Humanities,S015,Civic Data Collaborative,Nonprofit,Research Project,2025-07-01,2025-07,FY26,414300,Active,AW2-2025-00132,408200,2025-10-19,110,2025-12-21,2028-12-20
LP-2026-00133,R0088,Lucas Haddad,Early Career,ARC,College of Architecture and Design,S008,Ontario Research Fund,Provincial/State,Fellowship,2026-05-11,2026-05,FY26,122100,Active,AW2-2026-00133,80100,2026-08-25,106,2026-10-08,2027-10-08
LP-2023-00134,R0028,Lucas Haddad,Established,HUM,College of Humanities,S008,Ontario Research Fund,Provincial/State,Fellowship,2023-11-18,2023-11,FY24,147000,Closed,AW2-2023-00134,97100,2024-04-16,150,2024-05-07,2025-05-07
LP-2025-00135,R0002,Jonah Smith,Early Career,ENG,College of Engineering,S001,National Health Research Council,Federal,Equipment,2025-01-16,2025-01,FY25,1205100,Not Funded,,0,2025-07-13,178,,
LP-2024-00136,R0052,Chloe Chen,Senior,HUM,College of Humanities,S008,Ontario Research Fund,Provincial/State,Training Grant,2024-12-13,2024-12,FY25,83300,Active,AW2-2024-00136,67900,2025-05-20,158,2025-06-17,2026-12-09
LP-2024-00137,R0144,Mei Tran,Early Career,ARC,College of Architecture and Design,S017,International Research Consortium,International,Research Project,2024-09-13,2024-09,FY25,191800,Active,AW2-2024-00137,158800,2024-10-27,44,2024-12-12,2026-06-05
LP-2023-00138,R0155,Daniel Walker,Early Career,SOC,College of Social Innovation,S025,Interdisciplinary Catalyst Fund,Internal,Internal Seed,2023-05-31,2023-05,FY23,161900,Closed,AW2-2023-00138,119000,2023-09-26,118,2023-11-24,2024-11-23
LP-2023-00139,R0110,Noah Johnson,Early Career,SCI,College of Science,S005,National Science Foundation,Federal,Research Project,2023-06-13,2023-06,FY23,80000,Not Funded,,0,2023-08-09,57,,
LP-2023-00140,R0135,Leila Martin,Established,HSC,College of Health Sciences,S011,Community Wellbeing Trust,Foundation,Fellowship,2023-02-25,2023-02,FY23,37000,Closed,AW2-2023-00140,30400,2023-07-15,140,2023-08-01,2025-07-31
LP-2025-00141,R0099,Carlos Ito,Senior,SOC,College of Social Innovation,S016,Urban Resilience Network,Nonprofit,Research Project,2025-05-17,2025-05,FY25,304200,Awarded,AW2-2025-00141,297700,2025-11-21,188,2026-01-26,2027-07-20
LP-2024-00142,R0086,Camille Mensah,Established,SCI,College of Science,S014,Biomedical Discovery Foundation,Foundation,Research Project,2024-10-06,2024-10,FY25,224300,Active,AW2-2024-00142,141700,2025-02-04,121,2025-03-09,2026-03-09
LP-2024-00143,R0049,Jia Zhou,Senior,LAW,School of Law and Public Policy,S010,Global Health Foundation,Foundation,Research Project,2024-07-27,2024-07,FY25,367500,Not Funded,,0,2025-01-24,181,,
LP-2024-00144,R0070,Hana Roy,Established,SCI,College of Science,S007,Department of Energy and Climate,Government,Research Project,2024-10-22,2024-10,FY25,481700,Active,AW2-2024-00144,426200,2025-01-27,97,2025-03-30,2026-03-30
LP-2024-00145,R0060,Amina Ahmed,Established,HUM,College of Humanities,S010,Global Health Foundation,Foundation,Research Project,2024-05-13,2024-05,FY24,165000,Active,AW2-2024-00145,115500,2024-09-21,131,2024-12-01,2026-05-25
LP-2024-00146,R0080,Noah Johnson,Established,ARC,College of Architecture and Design,S024,Faculty Seed Grant Program,Internal,Internal Seed,2024-11-27,2024-11,FY25,28200,Closed,AW2-2024-00146,19100,2025-05-14,168,2025-07-08,2026-07-08
LP-2025-00147,R0007,Nadia Nguyen,Established,HSC,College of Health Sciences,S002,Natural Sciences Research Council,Federal,Research Project,2025-06-15,2025-06,FY25,64500,Active,AW2-2025-00147,45800,2025-08-22,68,2025-10-10,2026-10-10
LP-2026-00148,R0140,Noah Johnson,Early Career,HUM,College of Humanities,S007,Department of Energy and Climate,Government,Research Project,2026-04-24,2026-04,FY26,61200,Under Review,,0,,,,
LP-2023-00149,R0082,Chloe Chen,Established,ENG,College of Engineering,S006,Department of Public Health,Government,Fellowship,2023-06-05,2023-06,FY23,252500,Closed,AW2-2023-00149,227200,2023-08-24,80,2023-10-13,2026-10-12
LP-2026-00150,R0087,Grace Williams,Senior,HSC,College of Health Sciences,S019,Apex Biotechnologies,Industry,Research Project,2026-02-28,2026-02,FY26,127900,Active,AW2-2026-00150,90800,2026-07-13,135,2026-09-13,2029-09-12
LP-2025-00151,R0016,Priya Wang,Established,ARC,College of Architecture and Design,S006,Department of Public Health,Government,Research Project,2025-07-16,2025-07,FY26,162900,Active,AW2-2025-00151,127200,2025-11-22,129,2026-01-26,2028-01-26
LP-2026-00152,R0075,Leila Martin,Established,SOC,College of Social Innovation,S011,Community Wellbeing Trust,Foundation,Research Project,2026-07-11,2026-07,FY27,95000,Not Funded,,0,2026-08-31,51,,
LP-2024-00153,R0044,Gabriel Dubois,Established,HUM,College of Humanities,S015,Civic Data Collaborative,Nonprofit,Fellowship,2024-09-04,2024-09,FY25,127100,Not Funded,,0,2025-01-02,120,,
LP-2024-00154,R0031,Fatima Khan,Established,HSC,College of Health Sciences,S025,Interdisciplinary Catalyst Fund,Internal,Equipment,2024-05-17,2024-05,FY24,110900,Withdrawn,,0,2024-08-17,92,,
LP-2026-00155,R0051,Victor Singh,Established,SOC,College of Social Innovation,S007,Department of Energy and Climate,Government,Research Project,2026-01-11,2026-01,FY26,195800,Not Funded,,0,2026-05-20,129,,
LP-2024-00156,R0053,Isabelle Laurent,Early Career,BUS,School of Business,S018,Global Development Partnership,International,Training Grant,2024-03-28,2024-03,FY24,342300,Closed,AW2-2024-00156,271600,2024-07-01,95,2024-08-01,2027-08-01
LP-2026-00157,R0161,Maya Bennett,Established,LAW,School of Law and Public Policy,S005,National Science Foundation,Federal,Equipment,2026-07-11,2026-07,FY27,132500,Awarded,AW2-2026-00157,106800,2026-08-31,51,2026-10-17,2029-10-16
LP-2024-00158,R0101,Maya Bennett,Established,BUS,School of Business,S014,Biomedical Discovery Foundation,Foundation,Research Project,2024-11-17,2024-11,FY25,261500,Active,AW2-2024-00158,177700,2025-04-05,139,2025-05-04,2028-05-03
LP-2025-00159,R0142,Chloe Chen,Established,SCI,College of Science,S002,Natural Sciences Research Council,Federal,Training Grant,2025-11-15,2025-11,FY26,235100,Not Funded,,0,2026-04-28,164,,
LP-2023-00160,R0036,Jamal Garcia,Early Career,HUM,College of Humanities,S016,Urban Resilience Network,Nonprofit,Research Project,2023-01-10,2023-01,FY23,132400,Not Funded,,0,2023-02-27,48,,
LP-2024-00161,R0028,Lucas Haddad,Established,HUM,College of Humanities,S006,Department of Public Health,Government,Research Project,2024-07-07,2024-07,FY25,411700,Closed,AW2-2024-00161,383600,2024-11-18,134,2025-01-10,2026-01-10
LP-2023-00162,R0091,Fatima Khan,Early Career,SOC,College of Social Innovation,S016,Urban Resilience Network,Nonprofit,Research Project,2023-09-19,2023-09,FY24,160700,Not Funded,,0,2024-01-13,116,,
LP-2026-00163,R0121,Fatima Khan,Early Career,LAW,School of Law and Public Policy,S002,Natural Sciences Research Council,Federal,Research Project,2026-01-18,2026-01,FY26,98800,Not Funded,,0,2026-03-18,59,,
LP-2025-00164,R0119,Rafael Reyes,Established,HSC,College of Health Sciences,S002,Natural Sciences Research Council,Federal,Fellowship,2025-05-22,2025-05,FY25,134300,Not Funded,,0,2025-11-15,177,,
LP-2025-00165,R0128,Theo Yamamoto,Established,ARC,College of Architecture and Design,S024,Faculty Seed Grant Program,Internal,Research Project,2025-03-09,2025-03,FY25,357600,Closed,AW2-2025-00165,323100,2025-06-29,112,2025-09-02,2028-09-01
LP-2025-00166,R0169,Jia Zhou,Established,LAW,School of Law and Public Policy,S010,Global Health Foundation,Foundation,Research Project,2025-09-18,2025-09,FY26,252900,Not Funded,,0,2025-10-26,38,,
LP-2023-00167,R0107,Zain Gupta,Early Career,SOC,College of Social Innovation,S024,Faculty Seed Grant Program,Internal,Research Project,2023-04-01,2023-04,FY23,226400,Not Funded,,0,2023-08-24,145,,
LP-2025-00168,R0054,Mei Tran,Established,SCI,College of Science,S009,Massachusetts Innovation Fund,Provincial/State,Internal Seed,2025-09-27,2025-09,FY26,503200,Active,AW2-2025-00168,374800,2026-04-02,187,2026-05-22,2028-05-21
LP-2023-00169,R0124,Yara Lee,Established,HUM,College of Humanities,S014,Biomedical Discovery Foundation,Foundation,Training Grant,2023-12-15,2023-12,FY24,176300,Closed,AW2-2023-00169,143500,2024-02-04,51,2024-04-18,2026-04-18
LP-2023-00170,R0138,Elena Patel,Early Career,ENG,College of Engineering,S014,Biomedical Discovery Foundation,Foundation,Research Project,2023-05-30,2023-05,FY23,35900,Closed,AW2-2023-00170,28800,2023-10-09,132,2023-12-21,2026-12-20
LP-2025-00171,R0073,Arjun Thomas,Early Career,LAW,School of Law and Public Policy,S003,Social Innovation Research Council,Federal,Research Project,2025-01-26,2025-01,FY25,158000,Active,AW2-2025-00171,99100,2025-06-15,140,2025-07-14,2026-07-14
LP-2025-00172,R0124,Yara Lee,Established,HUM,College of Humanities,S008,Ontario Research Fund,Provincial/State,Research Project,2025-09-03,2025-09,FY26,172800,Closed,AW2-2025-00172,120700,2025-10-21,48,2025-12-10,2026-12-10
LP-2025-00173,R0049,Jia Zhou,Senior,LAW,School of Law and Public Policy,S020,Northstar Analytics,Industry,Equipment,2025-08-27,2025-08,FY26,53400,Active,AW2-2025-00173,48100,2026-02-25,182,2026-04-25,2028-04-24
LP-2026-00174,R0118,Lucas Haddad,Senior,SCI,College of Science,S003,Social Innovation Research Council,Federal,Fellowship,2026-06-09,2026-06,FY26,329500,Withdrawn,,0,2026-08-25,77,,
LP-2023-00175,R0064,Yara Lee,Early Career,ARC,College of Architecture and Design,S023,Internal Strategic Research Fund,Internal,Research Project,2023-08-14,2023-08,FY24,83700,Not Funded,,0,2024-02-13,183,,
LP-2025-00176,R0136,Priya Wang,Senior,ARC,College of Architecture and Design,S023,Internal Strategic Research Fund,Internal,Research Project,2025-11-14,2025-11,FY26,656900,Active,AW2-2025-00176,548600,2026-04-28,165,2026-05-15,2028-05-14
LP-2024-00177,R0051,Victor Singh,Established,SOC,College of Social Innovation,S016,Urban Resilience Network,Nonprofit,Internal Seed,2024-11-14,2024-11,FY25,37400,Active,AW2-2024-00177,31100,2025-03-03,109,2025-03-25,2026-09-16
LP-2024-00178,R0030,Amina Ahmed,Established,SCI,College of Science,S023,Internal Strategic Research Fund,Internal,Research Project,2024-05-23,2024-05,FY24,65200,Not Funded,,0,2024-11-04,165,,
LP-2025-00179,R0120,Amina Ahmed,Early Career,ARC,College of Architecture and Design,S019,Apex Biotechnologies,Industry,Research Project,2025-10-18,2025-10,FY26,50600,Active,AW2-2025-00179,49800,2025-12-09,52,2026-01-28,2027-07-22
LP-2023-00180,R0176,Camille Mensah,Early Career,ARC,College of Architecture and Design,S020,Northstar Analytics,Industry,Research Project,2023-07-21,2023-07,FY24,47700,Closed,AW2-2023-00180,40500,2023-10-21,92,2023-12-05,2024-12-04
LP-2023-00181,R0081,Victor Singh,Established,LAW,School of Law and Public Policy,S008,Ontario Research Fund,Provincial/State,Fellowship,2023-09-29,2023-09,FY24,155200,Not Funded,,0,2024-03-19,172,,
LP-2023-00182,R0162,Samira Kim,Established,ENG,College of Engineering,S024,Faculty Seed Grant Program,Internal,Research Project,2023-07-03,2023-07,FY24,101300,Closed,AW2-2023-00182,64100,2023-10-05,94,2023-11-01,2026-10-31
LP-2024-00183,R0065,Daniel Walker,Established,LAW,School of Law and Public Policy,S010,Global Health Foundation,Foundation,Research Project,2024-07-02,2024-07,FY25,83400,Not Funded,,0,2024-09-30,90,,
LP-2023-00184,R0170,Noah Johnson,Established,ENG,College of Engineering,S025,Interdisciplinary Catalyst Fund,Internal,Research Project,2023-03-07,2023-03,FY23,192100,Active,AW2-2023-00184,143400,2023-04-15,39,2023-06-01,2025-05-31
LP-2026-00185,R0047,Zain Gupta,Senior,HSC,College of Health Sciences,S019,Apex Biotechnologies,Industry,Research Project,2026-03-27,2026-03,FY26,301200,Active,AW2-2026-00185,215100,2026-08-30,156,2026-10-25,2029-10-24
LP-2026-00186,R0136,Priya Wang,Senior,ARC,College of Architecture and Design,S006,Department of Public Health,Government,Research Project,2026-02-20,2026-02,FY26,39000,Active,AW2-2026-00186,31400,2026-05-03,72,2026-06-27,2027-12-19
LP-2023-00187,R0128,Theo Yamamoto,Established,ARC,College of Architecture and Design,S009,Massachusetts Innovation Fund,Provincial/State,Research Project,2023-12-17,2023-12,FY24,149300,Closed,AW2-2023-00187,128500,2024-04-18,123,2024-06-17,2027-06-17
LP-2025-00188,R0045,Leila Martin,Early Career,BUS,School of Business,S004,Advanced Technology Agency,Federal,Equipment,2025-01-26,2025-01,FY25,141100,Active,AW2-2025-00188,113700,2025-03-26,59,2025-06-09,2027-06-09
LP-2023-00189,R0083,Isabelle Laurent,Established,SOC,College of Social Innovation,S001,National Health Research Council,Federal,Research Project,2023-08-16,2023-08,FY24,592800,Closed,AW2-2023-00189,458800,2023-12-12,118,2024-01-02,2027-01-01
LP-2025-00190,R0131,Maya Bennett,Established,SOC,College of Social Innovation,S006,Department of Public Health,Government,Research Project,2025-12-17,2025-12,FY26,105200,Closed,AW2-2025-00190,92700,2026-02-24,69,2026-03-11,2029-03-10
LP-2026-00191,R0064,Yara Lee,Early Career,ARC,College of Architecture and Design,S002,Natural Sciences Research Council,Federal,Research Project,2026-03-02,2026-03,FY26,123200,Not Funded,,0,2026-06-11,101,,
LP-2023-00192,R0089,Rafael Reyes,Established,LAW,School of Law and Public Policy,S021,Vertex Mobility Systems,Industry,Research Project,2023-02-12,2023-02,FY23,234100,Active,AW2-2023-00192,222500,2023-07-20,158,2023-08-15,2026-08-14
LP-2025-00193,R0030,Amina Ahmed,Established,SCI,College of Science,S023,Internal Strategic Research Fund,Internal,Research Project,2025-02-19,2025-02,FY25,228000,Active,AW2-2025-00193,227800,2025-08-27,189,2025-11-08,2028-11-07
LP-2026-00194,R0052,Chloe Chen,Senior,HUM,College of Humanities,S008,Ontario Research Fund,Provincial/State,Research Project,2026-04-15,2026-04,FY26,58700,Awarded,AW2-2026-00194,48300,2026-08-31,138,2026-10-19,2029-10-18
LP-2024-00195,R0036,Jamal Garcia,Early Career,HUM,College of Humanities,S001,National Health Research Council,Federal,Research Project,2024-10-21,2024-10,FY25,152400,Awarded,AW2-2024-00195,137600,2025-01-09,80,2025-03-01,2027-03-01
LP-2025-00196,R0156,Jamal Garcia,Established,HUM,College of Humanities,S004,Advanced Technology Agency,Federal,Research Project,2025-04-18,2025-04,FY25,68200,Awarded,AW2-2025-00196,49200,2025-09-11,146,2025-10-26,2027-04-19
LP-2025-00197,R0173,Isabelle Laurent,Established,BUS,School of Business,S007,Department of Energy and Climate,Government,Equipment,2025-04-06,2025-04,FY25,50500,Active,AW2-2025-00197,44100,2025-06-15,70,2025-07-18,2027-07-18
LP-2023-00198,R0085,Sofia Evans,Established,BUS,School of Business,S001,National Health Research Council,Federal,Training Grant,2023-06-27,2023-06,FY23,240900,Closed,AW2-2023-00198,237900,2023-08-21,55,2023-10-27,2026-10-26
LP-2023-00199,R0068,Theo Yamamoto,Established,HUM,College of Humanities,S019,Apex Biotechnologies,Industry,Research Project,2023-04-17,2023-04,FY23,275400,Not Funded,,0,2023-06-13,57,,
LP-2025-00200,R0037,Nadia Nguyen,Early Career,BUS,School of Business,S022,Helix Medical Devices,Industry,Research Project,2025-12-21,2025-12,FY26,86200,Active,AW2-2025-00200,78300,2026-06-26,187,2026-07-12,2028-07-11
LP-2025-00201,R0135,Leila Martin,Established,HSC,College of Health Sciences,S019,Apex Biotechnologies,Industry,Training Grant,2025-10-08,2025-10,FY26,175700,Not Funded,,0,2026-03-23,166,,
LP-2025-00202,R0064,Yara Lee,Early Career,ARC,College of Architecture and Design,S006,Department of Public Health,Government,Research Project,2025-02-21,2025-02,FY25,103800,Active,AW2-2025-00202,91600,2025-05-23,91,2025-06-11,2026-06-11
LP-2025-00203,R0180,Amina Ahmed,Established,HUM,College of Humanities,S016,Urban Resilience Network,Nonprofit,Research Project,2025-01-22,2025-01,FY25,286500,Not Funded,,0,2025-06-16,145,,
LP-2025-00204,R0107,Zain Gupta,Early Career,SOC,College of Social Innovation,S023,Internal Strategic Research Fund,Internal,Research Project,2025-05-07,2025-05,FY25,106400,Not Funded,,0,2025-08-26,111,,
LP-2025-00205,R0110,Noah Johnson,Early Career,SCI,College of Science,S003,Social Innovation Research Council,Federal,Research Project,2025-11-09,2025-11,FY26,79900,Awarded,AW2-2025-00205,57900,2026-02-21,104,2026-04-13,2028-04-12
LP-2026-00206,R0097,Nadia Nguyen,Established,LAW,School of Law and Public Policy,S021,Vertex Mobility Systems,Industry,Fellowship,2026-08-10,2026-08,FY27,30600,Submitted,,0,,,,
LP-2025-00207,R0124,Yara Lee,Established,HUM,College of Humanities,S003,Social Innovation Research Council,Federal,Research Project,2025-07-30,2025-07,FY26,153500,Not Funded,,0,2025-09-25,57,,
LP-2025-00208,R0103,Arjun Thomas,Established,HSC,College of Health Sciences,S015,Civic Data Collaborative,Nonprofit,Research Project,2025-05-11,2025-05,FY25,15000,Active,AW2-2025-00208,12400,2025-06-21,41,2025-08-29,2027-02-20
LP-2026-00209,R0158,Theo Yamamoto,Established,SCI,College of Science,S005,National Science Foundation,Federal,Research Project,2026-04-16,2026-04,FY26,61000,Under Review,,0,,,,
